bowler,balls,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,format,overs,economy,bowling_average,bowling_strike_rate,dot_ball_percent,boundary_runs_conceded,boundary_percent_conceded,balls_per_boundary
Naiem Bameri,18,14,1,11,2,0,T20I,3.0,4.67,14.0,18.0,61.11,8,57.14,9.0
Navid Abdollahpour,20,26,1,9,5,0,T20I,3.3,7.88,26.0,20.0,45.0,20,76.92,4.0
RG Sharma,63,106,1,7,7,4,T20I,10.5,10.1,106.0,63.0,11.11,52,49.06,5.73
A Bhargava,13,15,1,7,3,0,T20I,2.2,6.82,15.0,13.0,53.85,12,80.0,4.33
B Maphosa,92,118,1,35,12,2,T20I,15.3,7.71,118.0,92.0,38.04,60,50.85,6.57
R Telemachus,52,74,1,16,8,1,T20I,8.7,8.51,74.0,52.0,30.77,38,51.35,5.78
GHS Garton,25,57,1,7,4,5,T20I,4.2,13.57,57.0,25.0,28.0,46,80.7,2.78
N Boje,24,29,1,7,2,1,T20I,4.0,7.25,29.0,24.0,29.17,14,48.28,8.0
NM Lyon,33,48,1,13,5,2,T20I,5.5,8.73,48.0,33.0,39.39,32,66.67,4.71
S Biko,36,33,1,14,2,1,T20I,6.0,5.5,33.0,36.0,38.89,14,42.42,12.0
Z Abbasi,25,16,1,14,1,0,T20I,4.2,3.81,16.0,25.0,56.0,4,25.0,25.0
L Maphane,8,15,1,1,0,1,T20I,1.3,11.54,15.0,8.0,12.5,6,40.0,8.0
Tenjin Rabgey,33,26,1,18,3,0,T20I,5.5,4.73,26.0,33.0,54.55,12,46.15,11.0
P Hingorani,29,40,1,6,4,1,T20I,4.8,8.33,40.0,29.0,20.69,22,55.0,5.8
M Zondeki,21,42,1,5,2,3,T20I,3.5,12.0,42.0,21.0,23.81,26,61.9,4.2
SF Mire,75,118,1,18,9,4,T20I,12.5,9.44,118.0,75.0,24.0,60,50.85,5.77
JD Wildermuth,22,32,1,3,3,0,T20I,3.7,8.65,32.0,22.0,13.64,12,37.5,7.33
DE Budge,8,22,1,2,2,1,T20I,1.3,16.92,22.0,8.0,25.0,14,63.64,2.67
SM Sharma,67,115,1,21,6,8,T20I,11.2,10.27,115.0,67.0,31.34,72,62.61,4.79
Muhammad Fahad,72,98,1,24,10,3,T20I,12.0,8.17,98.0,72.0,33.33,58,59.18,5.54
Mustafa Atmaca,6,14,1,2,0,2,T20I,1.0,14.0,14.0,6.0,33.33,12,85.71,3.0
V Pulibanti,14,15,1,5,0,1,T20I,2.3,6.52,15.0,14.0,35.71,6,40.0,14.0
HK Kukreja,25,51,1,3,2,4,T20I,4.2,12.14,51.0,25.0,12.0,32,62.75,4.17
Muhammad Zohaib,30,18,1,19,1,0,T20I,5.0,3.6,18.0,30.0,63.33,4,22.22,30.0
I Mwebaze,36,33,1,19,2,1,T20I,6.0,5.5,33.0,36.0,52.78,14,42.42,12.0
Abdul Salman Khan,32,37,1,13,2,2,T20I,5.3,6.98,37.0,32.0,40.62,20,54.05,8.0
EP Thompson,19,20,1,8,1,1,T20I,3.2,6.25,20.0,19.0,42.11,10,50.0,9.5
GC Tonge,24,25,1,11,2,1,T20I,4.0,6.25,25.0,24.0,45.83,14,56.0,8.0
Nazmul Hossain,36,61,1,9,7,0,T20I,6.0,10.17,61.0,36.0,25.0,28,45.9,5.14
UWMBCA Welegedara,39,62,1,10,6,2,T20I,6.5,9.54,62.0,39.0,25.64,36,58.06,4.88
Jitesh Patel,47,60,1,14,4,2,T20I,7.8,7.69,60.0,47.0,29.79,28,46.67,7.83
R Klein,24,45,1,5,4,2,T20I,4.0,11.25,45.0,24.0,20.83,28,62.22,4.0
Franz Bur,19,25,1,4,2,0,T20I,3.2,7.81,25.0,19.0,21.05,8,32.0,9.5
AR Perez Rivero,19,20,1,7,2,0,T20I,3.2,6.25,20.0,19.0,36.84,8,40.0,9.5
CR Suryawanshi,13,13,1,4,1,0,T20I,2.2,5.91,13.0,13.0,30.77,4,30.77,13.0
Raghav Dhawan,14,26,1,4,5,0,T20I,2.3,11.3,26.0,14.0,28.57,20,76.92,2.8
JN du Plooy,31,53,1,11,0,6,T20I,5.2,10.19,53.0,31.0,35.48,36,67.92,5.17
H Hiri,24,13,1,11,0,0,T20I,4.0,3.25,13.0,24.0,45.83,0,0.0,
CC Blake,52,50,1,25,5,1,T20I,8.7,5.75,50.0,52.0,48.08,26,52.0,8.67
JN Gillespie,25,49,1,5,6,2,T20I,4.2,11.67,49.0,25.0,20.0,36,73.47,3.12
JD Baker,52,68,1,19,8,1,T20I,8.7,7.82,68.0,52.0,36.54,38,55.88,5.78
B Schuster,26,30,1,8,1,0,T20I,4.3,6.98,30.0,26.0,30.77,4,13.33,26.0
Shohidul Islam,25,34,1,8,1,2,T20I,4.2,8.1,34.0,25.0,32.0,16,47.06,8.33
JL de Mey,44,67,1,15,2,5,T20I,7.3,9.18,67.0,44.0,34.09,38,56.72,6.29
Zeshan Arif,18,39,1,2,1,3,T20I,3.0,13.0,39.0,18.0,11.11,22,56.41,4.5
Ihsanullah Wafa,12,16,1,4,1,1,T20I,2.0,8.0,16.0,12.0,33.33,10,62.5,6.0
E Isaneez,58,53,1,31,8,0,T20I,9.7,5.46,53.0,58.0,53.45,32,60.38,7.25
JS Henriksen,38,81,1,10,13,2,T20I,6.3,12.86,81.0,38.0,26.32,64,79.01,2.53
C Sakariya,23,35,1,7,5,0,T20I,3.8,9.21,35.0,23.0,30.43,20,57.14,4.6
SJ Harmison,42,43,1,18,4,0,T20I,7.0,6.14,43.0,42.0,42.86,16,37.21,10.5
CL Cairns,48,52,1,11,4,0,T20I,8.0,6.5,52.0,48.0,22.92,16,30.77,12.0
Mohammad Boota,6,13,1,2,1,1,T20I,1.0,13.0,13.0,6.0,33.33,10,76.92,3.0
Anoop Orsu,34,53,1,7,6,1,T20I,5.7,9.3,53.0,34.0,20.59,30,56.6,4.86
Afif Khattak,19,25,1,8,2,1,T20I,3.2,7.81,25.0,19.0,42.11,14,56.0,6.33
A Musaev,42,78,1,12,11,2,T20I,7.0,11.14,78.0,42.0,28.57,56,71.79,3.23
U Tuychiev,13,30,1,3,2,2,T20I,2.2,13.64,30.0,13.0,23.08,20,66.67,3.25
Nikhil,19,26,1,7,1,2,T20I,3.2,8.12,26.0,19.0,36.84,16,61.54,6.33
Zikria Islam,25,28,1,7,0,1,T20I,4.2,6.67,28.0,25.0,28.0,6,21.43,25.0
ZE Matsinhe,75,91,1,33,12,1,T20I,12.5,7.28,91.0,75.0,44.0,54,59.34,5.77
SF Nhavotso,33,42,1,10,1,2,T20I,5.5,7.64,42.0,33.0,30.3,16,38.1,11.0
DJ Malan,12,27,1,2,0,3,T20I,2.0,13.5,27.0,12.0,16.67,18,66.67,4.0
M Pushpakumara,18,28,1,6,2,2,T20I,3.0,9.33,28.0,18.0,33.33,20,71.43,4.5
S Tarawally,119,118,1,56,8,4,T20I,19.8,5.96,118.0,119.0,47.06,56,47.46,9.92
ZR Jaboneke,38,28,1,17,1,0,T20I,6.3,4.44,28.0,38.0,44.74,4,14.29,38.0
S Ogundipe,37,25,1,17,0,0,T20I,6.2,4.03,25.0,37.0,45.95,0,0.0,
D Mogan,73,116,1,23,7,8,T20I,12.2,9.51,116.0,73.0,31.51,76,65.52,4.87
Shoaib Ali,25,23,1,11,0,1,T20I,4.2,5.48,23.0,25.0,44.0,6,26.09,25.0
Faisal Khan,98,157,1,33,9,10,T20I,16.3,9.63,157.0,98.0,33.67,96,61.15,5.16
Zhao Tianle,25,55,1,8,2,6,T20I,4.2,13.1,55.0,25.0,32.0,44,80.0,3.12
BRM Taylor,30,21,1,16,1,0,T20I,5.0,4.2,21.0,30.0,53.33,4,19.05,30.0
Rahman Ademi,64,82,1,24,9,2,T20I,10.7,7.66,82.0,64.0,37.5,48,58.54,5.82
M Simpson-Parker,8,8,1,2,0,0,T20I,1.3,6.15,8.0,8.0,25.0,0,0.0,
DLS van Bunge,14,15,1,4,0,1,T20I,2.3,6.52,15.0,14.0,28.57,6,40.0,14.0
U Bhatti,31,40,1,8,3,1,T20I,5.2,7.69,40.0,31.0,25.81,18,45.0,7.75
S Dhaniram,36,32,1,10,0,1,T20I,6.0,5.33,32.0,36.0,27.78,6,18.75,36.0
JM Davison,37,43,1,6,3,0,T20I,6.2,6.94,43.0,37.0,16.22,12,27.91,12.33
RT Lyons,24,28,1,6,3,0,T20I,4.0,7.0,28.0,24.0,25.0,12,42.86,8.0
Mohammad Kashif,12,19,1,4,1,1,T20I,2.0,9.5,19.0,12.0,33.33,10,52.63,6.0
M Brasier,35,56,1,7,5,1,T20I,5.8,9.66,56.0,35.0,20.0,26,46.43,5.83
AV Lazarus,90,104,1,31,7,4,T20I,15.0,6.93,104.0,90.0,34.44,52,50.0,8.18
Kashif Siddique,2,1,1,1,0,0,T20I,0.3,3.33,1.0,2.0,50.0,0,0.0,
Hazrat Luqman,38,64,1,13,6,3,T20I,6.3,10.16,64.0,38.0,34.21,42,65.62,4.22
J Dickinson,24,23,1,6,0,0,T20I,4.0,5.75,23.0,24.0,25.0,0,0.0,
P Gopalkrishnan,6,6,1,3,1,0,T20I,1.0,6.0,6.0,6.0,50.0,4,66.67,6.0
DKJ Claude,94,183,1,17,14,8,T20I,15.7,11.66,183.0,94.0,18.09,104,56.83,4.27
B George,84,132,1,21,11,6,T20I,14.0,9.43,132.0,84.0,25.0,80,60.61,4.94
Hassan Nasir,63,58,1,28,3,1,T20I,10.5,5.52,58.0,63.0,44.44,18,31.03,15.75
Rahat Kazi,68,101,1,16,8,3,T20I,11.3,8.94,101.0,68.0,23.53,50,49.5,6.18
Raihan Hossain,53,67,1,16,6,1,T20I,8.8,7.61,67.0,53.0,30.19,30,44.78,7.57
Mudassir Iqbal,80,121,1,26,15,3,T20I,13.3,9.1,121.0,80.0,32.5,78,64.46,4.44
HC Overdijk,13,11,1,5,1,0,T20I,2.2,5.0,11.0,13.0,38.46,4,36.36,13.0
J Campbell,12,7,1,6,0,0,T20I,2.0,3.5,7.0,12.0,50.0,0,0.0,
S Fouché,36,53,1,7,5,1,T20I,6.0,8.83,53.0,36.0,19.44,26,49.06,6.0
L Botha,18,19,1,8,2,0,T20I,3.0,6.33,19.0,18.0,44.44,8,42.11,9.0
PK Dimitri,55,89,1,14,6,3,T20I,9.2,9.67,89.0,55.0,25.45,42,47.19,6.11
KH Abe,6,8,1,3,0,1,T20I,1.0,8.0,8.0,6.0,50.0,6,75.0,6.0
Jaison Jerome,101,186,1,22,18,6,T20I,16.8,11.07,186.0,101.0,21.78,108,58.06,4.21
Akramullah Malikzada,12,22,1,2,2,1,T20I,2.0,11.0,22.0,12.0,16.67,14,63.64,4.0
Sukhkaran Sahi,34,54,1,6,3,3,T20I,5.7,9.47,54.0,34.0,17.65,30,55.56,5.67
Hadisullah Tarakhel,64,111,1,17,15,2,T20I,10.7,10.37,111.0,64.0,26.56,72,64.86,3.76
Muhammad Soban,85,126,1,26,11,5,T20I,14.2,8.87,126.0,85.0,30.59,74,58.73,5.31
Jamal Stanikzai,38,60,1,11,6,2,T20I,6.3,9.52,60.0,38.0,28.95,36,60.0,4.75
STR Binny,31,55,1,9,2,5,T20I,5.2,10.58,55.0,31.0,29.03,38,69.09,4.43
Parvez Rasool,24,32,1,6,1,2,T20I,4.0,8.0,32.0,24.0,25.0,16,50.0,8.0
CD Barnwell,38,51,1,9,2,2,T20I,6.3,8.1,51.0,38.0,23.68,20,39.22,9.5
Naveed Fakhr,25,32,1,9,5,0,T20I,4.2,7.62,32.0,25.0,36.0,20,62.5,5.0
Taijul Islam,20,26,1,9,3,1,T20I,3.3,7.88,26.0,20.0,45.0,18,69.23,5.0
TP Allen,18,28,1,9,3,2,T20I,3.0,9.33,28.0,18.0,50.0,24,85.71,3.6
SMHH Aung,7,17,1,1,2,1,T20I,1.2,14.17,17.0,7.0,14.29,14,82.35,2.33
H Pieterse,18,11,1,9,0,0,T20I,3.0,3.67,11.0,18.0,50.0,0,0.0,
H Singh,25,44,1,5,6,1,T20I,4.2,10.48,44.0,25.0,20.0,30,68.18,3.57
T Singye,39,65,1,16,3,4,T20I,6.5,10.0,65.0,39.0,41.03,36,55.38,5.57
A Djorovic,81,149,1,18,8,11,T20I,13.5,11.04,149.0,81.0,22.22,98,65.77,4.26
MR Dorgan,8,13,1,2,2,0,T20I,1.3,10.0,13.0,8.0,25.0,8,61.54,4.0
A Ashok,25,28,1,9,2,1,T20I,4.2,6.67,28.0,25.0,36.0,14,50.0,8.33
Esam Rahman,92,127,1,31,7,7,T20I,15.3,8.3,127.0,92.0,33.7,70,55.12,6.57
G Toka,18,20,1,5,1,0,T20I,3.0,6.67,20.0,18.0,27.78,4,20.0,18.0
Abhishek Anand,32,14,1,18,0,0,T20I,5.3,2.64,14.0,32.0,56.25,0,0.0,
MM Sarwar,12,15,1,7,3,0,T20I,2.0,7.5,15.0,12.0,58.33,12,80.0,4.0
MS Crane,48,62,1,16,5,2,T20I,8.0,7.75,62.0,48.0,33.33,32,51.61,6.86
SG Borthwick,24,15,1,12,0,0,T20I,4.0,3.75,15.0,24.0,50.0,0,0.0,
GW Aldridge,24,45,1,7,6,1,T20I,4.0,11.25,45.0,24.0,29.17,30,66.67,3.43
A Martin,18,20,1,7,1,1,T20I,3.0,6.67,20.0,18.0,38.89,10,50.0,9.0
WT Mashinge,35,59,1,8,7,2,T20I,5.8,10.17,59.0,35.0,22.86,40,67.8,3.89
VE Tembo,41,83,1,9,4,7,T20I,6.8,12.21,83.0,41.0,21.95,58,69.88,3.73
Khan Arbaaz,22,20,1,8,1,0,T20I,3.7,5.41,20.0,22.0,36.36,4,20.0,22.0
LM Gabriel,98,128,1,25,11,2,T20I,16.3,7.85,128.0,98.0,25.51,56,43.75,7.54
Mohamad Junaid Khushi,21,52,1,5,2,5,T20I,3.5,14.86,52.0,21.0,23.81,38,73.08,3.0
M Janicijevic,26,50,1,5,7,1,T20I,4.3,11.63,50.0,26.0,19.23,34,68.0,3.25
C Cirino,33,37,1,13,2,1,T20I,5.5,6.73,37.0,33.0,39.39,14,37.84,11.0
Sumit Singh,12,18,1,7,1,2,T20I,2.0,9.0,18.0,12.0,58.33,16,88.89,4.0
Syed Amanullah,8,9,1,4,0,1,T20I,1.3,6.92,9.0,8.0,50.0,6,66.67,8.0
LJ Woodcock,60,73,1,19,4,3,T20I,10.0,7.3,73.0,60.0,31.67,34,46.58,8.57
Tanvir Ahmed,21,13,1,14,2,0,T20I,3.5,3.71,13.0,21.0,66.67,8,61.54,10.5
Raunaq Kapur,12,24,1,2,1,2,T20I,2.0,12.0,24.0,12.0,16.67,16,66.67,4.0
L Ward,6,4,1,2,0,0,T20I,1.0,4.0,4.0,6.0,33.33,0,0.0,
WSLK Narayana,58,67,1,24,4,3,T20I,9.7,6.91,67.0,58.0,41.38,34,50.75,8.29
V Sukumaran,14,29,1,4,2,2,T20I,2.3,12.61,29.0,14.0,28.57,20,68.97,3.5
LK Sharma,18,29,1,7,2,2,T20I,3.0,9.67,29.0,18.0,38.89,20,68.97,4.5
MO Bacarese,49,32,1,25,2,0,T20I,8.2,3.9,32.0,49.0,51.02,8,25.0,24.5
NH Naureen,18,32,1,10,1,4,T20I,3.0,10.67,32.0,18.0,55.56,28,87.5,3.6
DI Allan,27,54,1,4,6,2,T20I,4.5,12.0,54.0,27.0,14.81,36,66.67,3.38
Wasim Al Balushi,40,101,1,6,8,8,T20I,6.7,15.07,101.0,40.0,15.0,80,79.21,2.5
Abid Ullah Shah,39,78,1,10,10,2,T20I,6.5,12.0,78.0,39.0,25.64,52,66.67,3.25
A Denuwan,40,51,1,8,2,2,T20I,6.7,7.61,51.0,40.0,20.0,20,39.22,10.0
RA Reifer,32,60,1,5,6,2,T20I,5.3,11.32,60.0,32.0,15.62,36,60.0,4.0
Shubham Ranjane,25,26,1,10,3,0,T20I,4.2,6.19,26.0,25.0,40.0,12,46.15,8.33
Amir Mangal,18,17,1,7,1,0,T20I,3.0,5.67,17.0,18.0,38.89,4,23.53,18.0
Assad Mehmood,43,29,1,21,0,0,T20I,7.2,4.03,29.0,43.0,48.84,0,0.0,
K Nima,18,22,1,5,3,0,T20I,3.0,7.33,22.0,18.0,27.78,12,54.55,6.0
C Munoz-Mills,7,3,1,4,0,0,T20I,1.2,2.5,3.0,7.0,57.14,0,0.0,
C Gwilliam-Lopez,19,19,1,8,1,1,T20I,3.2,5.94,19.0,19.0,42.11,10,52.63,9.5
Ugyen Dorji,51,58,1,17,7,0,T20I,8.5,6.82,58.0,51.0,33.33,28,48.28,7.29
J Broad,73,94,1,24,6,4,T20I,12.2,7.7,94.0,73.0,32.88,48,51.06,7.3
M Spoors,12,5,1,8,0,0,T20I,2.0,2.5,5.0,12.0,66.67,0,0.0,
G Axtell,44,42,1,22,4,1,T20I,7.3,5.75,42.0,44.0,50.0,22,52.38,8.8
B Yadav,61,89,1,21,6,6,T20I,10.2,8.73,89.0,61.0,34.43,60,67.42,5.08
TJ Ramphoma,4,0,1,4,0,0,T20I,0.7,0.0,0.0,4.0,100.0,0,0.0,
MR Montfort,21,27,1,6,2,1,T20I,3.5,7.71,27.0,21.0,28.57,14,51.85,7.0
S Pitabeddara,62,83,1,19,6,2,T20I,10.3,8.06,83.0,62.0,30.65,36,43.37,7.75
T Hinds,31,58,1,7,6,2,T20I,5.2,11.15,58.0,31.0,22.58,36,62.07,3.88
Zwe Htet Paing,12,30,1,1,3,2,T20I,2.0,15.0,30.0,12.0,8.33,24,80.0,2.4
F Zirahangaje,41,54,1,15,4,3,T20I,6.8,7.94,54.0,41.0,36.59,34,62.96,5.86
K Boniface,45,64,1,13,3,4,T20I,7.5,8.53,64.0,45.0,28.89,36,56.25,6.43
Saran Maliwan,25,27,1,13,2,1,T20I,4.2,6.43,27.0,25.0,52.0,14,51.85,8.33
D Svilicic,74,142,1,15,4,12,T20I,12.3,11.54,142.0,74.0,20.27,88,61.97,4.62
Robiul Khan,20,26,1,8,3,0,T20I,3.3,7.88,26.0,20.0,40.0,12,46.15,6.67
Lemar Momand,84,79,1,42,9,0,T20I,14.0,5.64,79.0,84.0,50.0,36,45.57,9.33
Rahel Khan,24,30,1,8,1,1,T20I,4.0,7.5,30.0,24.0,33.33,10,33.33,12.0
M Stoman,17,16,1,8,1,0,T20I,2.8,5.71,16.0,17.0,47.06,4,25.0,17.0
QF Djakaridja,106,165,1,22,13,4,T20I,17.7,9.32,165.0,106.0,20.75,76,46.06,6.24
K Nagnama,25,48,1,4,3,2,T20I,4.2,11.43,48.0,25.0,16.0,24,50.0,5.0
L Solomone,9,11,1,5,2,0,T20I,1.5,7.33,11.0,9.0,55.56,8,72.73,4.5
Jihad Hossain,3,10,1,1,1,1,T20I,0.5,20.0,10.0,3.0,33.33,10,100.0,1.5
TA Khetsi,28,45,1,11,6,1,T20I,4.7,9.57,45.0,28.0,39.29,30,66.67,4.0
Faizalmahmed Patel,21,30,1,8,4,0,T20I,3.5,8.57,30.0,21.0,38.1,16,53.33,5.25
O Isesele,62,105,1,12,6,6,T20I,10.3,10.19,105.0,62.0,19.35,60,57.14,5.17
Zahid Abbas,30,32,1,9,3,0,T20I,5.0,6.4,32.0,30.0,30.0,12,37.5,10.0
T Shanmugam,38,38,1,20,1,3,T20I,6.3,6.03,38.0,38.0,52.63,22,57.89,9.5
Mobashar Ashraf,24,25,1,12,2,1,T20I,4.0,6.25,25.0,24.0,50.0,14,56.0,8.0
A Awasthi,27,75,1,2,3,7,T20I,4.5,16.67,75.0,27.0,7.41,54,72.0,2.7
A Curavic,6,11,1,3,0,1,T20I,1.0,11.0,11.0,6.0,50.0,6,54.55,6.0
JA Turner,37,64,1,13,8,3,T20I,6.2,10.32,64.0,37.0,35.14,50,78.12,3.36
Waleed Waqar,20,43,1,4,7,1,T20I,3.3,13.03,43.0,20.0,20.0,34,79.07,2.5
E Batkhuyag,25,38,1,5,3,1,T20I,4.2,9.05,38.0,25.0,20.0,18,47.37,6.25
Ramandeep Singh,23,42,1,4,3,2,T20I,3.8,11.05,42.0,23.0,17.39,24,57.14,4.6
M Malle,29,35,1,12,4,1,T20I,4.8,7.29,35.0,29.0,41.38,22,62.86,5.8
Ibrahim Kursad Dalyan,51,67,1,18,8,1,T20I,8.5,7.88,67.0,51.0,35.29,38,56.72,5.67
MA Parker,26,41,1,7,6,0,T20I,4.3,9.53,41.0,26.0,26.92,24,58.54,4.33
PL Mommsen,53,51,1,26,3,2,T20I,8.8,5.8,51.0,53.0,49.06,24,47.06,10.6
PA Desai,19,32,1,3,2,1,T20I,3.2,10.0,32.0,19.0,15.79,14,43.75,6.33
Faisal Raza,25,39,1,7,0,4,T20I,4.2,9.29,39.0,25.0,28.0,24,61.54,6.25
Syed Jawad Haider,20,30,1,6,4,0,T20I,3.3,9.09,30.0,20.0,30.0,16,53.33,5.0
Zainullah Ihsan,42,76,1,9,7,4,T20I,7.0,10.86,76.0,42.0,21.43,52,68.42,3.82
Ankush Singh,15,11,1,7,0,0,T20I,2.5,4.4,11.0,15.0,46.67,0,0.0,
S Devasia,19,15,1,10,1,0,T20I,3.2,4.69,15.0,19.0,52.63,4,26.67,19.0
P Madhukar,43,48,1,17,2,2,T20I,7.2,6.67,48.0,43.0,39.53,20,41.67,10.75
Amir Hamza,14,17,1,7,0,2,T20I,2.3,7.39,17.0,14.0,50.0,12,70.59,7.0
KK Tillett,15,50,1,3,3,5,T20I,2.5,20.0,50.0,15.0,20.0,42,84.0,1.88
H Davids,13,13,1,5,1,0,T20I,2.2,5.91,13.0,13.0,38.46,4,30.77,13.0
AA Banner,45,65,1,9,0,5,T20I,7.5,8.67,65.0,45.0,20.0,30,46.15,9.0
SKR Mallidi,20,35,1,7,5,1,T20I,3.3,10.61,35.0,20.0,35.0,26,74.29,3.33
PS Roberts,62,66,1,29,6,2,T20I,10.3,6.41,66.0,62.0,46.77,36,54.55,7.75
Serdar Burak Emir,60,123,1,13,12,7,T20I,10.0,12.3,123.0,60.0,21.67,90,73.17,3.16
J Chialoufas,24,28,1,11,3,1,T20I,4.0,7.0,28.0,24.0,45.83,18,64.29,6.0
Zeeshan Abbas,32,45,1,5,3,1,T20I,5.3,8.49,45.0,32.0,15.62,18,40.0,8.0
E Walker,52,76,1,12,3,5,T20I,8.7,8.74,76.0,52.0,23.08,42,55.26,6.5
O Touray,18,46,1,3,1,5,T20I,3.0,15.33,46.0,18.0,16.67,34,73.91,3.0
M Separovic,67,135,1,22,11,10,T20I,11.2,12.05,135.0,67.0,32.84,104,77.04,3.19
Shiva Mani,18,43,1,3,4,3,T20I,3.0,14.33,43.0,18.0,16.67,34,79.07,2.57
S Houghton,24,61,1,4,1,7,T20I,4.0,15.25,61.0,24.0,16.67,46,75.41,3.0
VF Bomnyuy,57,50,1,25,3,1,T20I,9.5,5.26,50.0,57.0,43.86,18,36.0,14.25
Abraar Khan,12,10,1,5,0,0,T20I,2.0,5.0,10.0,12.0,41.67,0,0.0,
JR Lennox,18,28,1,7,2,2,T20I,3.0,9.33,28.0,18.0,38.89,20,71.43,4.5
J Jagroo,57,75,1,19,7,2,T20I,9.5,7.89,75.0,57.0,33.33,40,53.33,6.33
Ali Saleem,6,4,1,4,0,0,T20I,1.0,4.0,4.0,6.0,66.67,0,0.0,
OJ Hairs,13,20,1,3,3,0,T20I,2.2,9.09,20.0,13.0,23.08,12,60.0,4.33
A Karn,24,31,1,5,2,1,T20I,4.0,7.75,31.0,24.0,20.83,14,45.16,8.0
AZ Shah,31,53,1,12,4,4,T20I,5.2,10.19,53.0,31.0,38.71,40,75.47,3.88
RLB Rambukwella,39,46,1,12,2,2,T20I,6.5,7.08,46.0,39.0,30.77,20,43.48,9.75
Najeeb Amar,18,30,1,4,4,0,T20I,3.0,10.0,30.0,18.0,22.22,16,53.33,4.5
Amir Ali,49,58,1,18,7,0,T20I,8.2,7.07,58.0,49.0,36.73,28,48.28,7.0
EMDY Munaweera,64,93,1,14,6,4,T20I,10.7,8.69,93.0,64.0,21.88,48,51.61,6.4
Sandeep Sharma,47,75,1,13,6,4,T20I,7.8,9.62,75.0,47.0,27.66,48,64.0,4.7
A Bhattarai,19,13,1,9,1,0,T20I,3.2,4.06,13.0,19.0,47.37,4,30.77,19.0
K Tari,24,27,1,12,2,0,T20I,4.0,6.75,27.0,24.0,50.0,8,29.63,12.0
Mohamed Shiyam,26,63,1,3,6,4,T20I,4.3,14.65,63.0,26.0,11.54,48,76.19,2.6
R Sheshadri,18,20,1,9,3,0,T20I,3.0,6.67,20.0,18.0,50.0,12,60.0,6.0
C Wickramasinghe,43,55,1,18,6,2,T20I,7.2,7.64,55.0,43.0,41.86,36,65.45,5.38
Muhammad Tahir,18,21,1,7,3,0,T20I,3.0,7.0,21.0,18.0,38.89,12,57.14,6.0
Sajid Khan Afridi,45,79,1,9,9,1,T20I,7.5,10.53,79.0,45.0,20.0,42,53.16,4.5
TM Head,37,56,1,7,4,2,T20I,6.2,9.03,56.0,37.0,18.92,28,50.0,6.17
G Goudie,49,71,1,9,3,3,T20I,8.2,8.66,71.0,49.0,18.37,30,42.25,8.17
KV Sharma,24,29,1,9,1,2,T20I,4.0,7.25,29.0,24.0,37.5,16,55.17,8.0
AR Patwa,12,18,1,3,3,0,T20I,2.0,9.0,18.0,12.0,25.0,12,66.67,4.0
AS Broomfield,12,8,1,5,0,0,T20I,2.0,4.0,8.0,12.0,41.67,0,0.0,
JP Kaltapau,24,51,1,4,1,5,T20I,4.0,12.75,51.0,24.0,16.67,34,66.67,4.0
Gaba Frank,12,22,1,3,1,2,T20I,2.0,11.0,22.0,12.0,25.0,16,72.73,4.0
S Malikzai,18,20,1,9,2,1,T20I,3.0,6.67,20.0,18.0,50.0,14,70.0,6.0
JH Kiani,26,27,1,9,1,0,T20I,4.3,6.28,27.0,26.0,34.62,4,14.81,26.0
J Long,13,26,1,2,0,1,T20I,2.2,11.82,26.0,13.0,15.38,6,23.08,13.0
Khurram Khan,6,8,1,4,2,0,T20I,1.0,8.0,8.0,6.0,66.67,8,100.0,3.0
P Negi,18,16,1,8,1,0,T20I,3.0,5.33,16.0,18.0,44.44,4,25.0,18.0
JJ Tucker,43,62,1,8,3,2,T20I,7.2,8.61,62.0,43.0,18.6,24,38.71,8.6
Zaheer Maqsood,54,80,1,9,5,3,T20I,9.0,8.89,80.0,54.0,16.67,38,47.5,6.75
S Aravind,22,44,1,4,4,2,T20I,3.7,11.89,44.0,22.0,18.18,28,63.64,3.67
Fahad Tariq,18,26,0,6,2,1,T20I,3.0,8.67,,,33.33,14,53.85,6.0
AS Dean,12,14,0,6,1,1,T20I,2.0,7.0,,,50.0,10,71.43,6.0
Waqas Khan,7,12,0,1,2,0,T20I,1.2,10.0,,,14.29,8,66.67,3.5
ST de Silva,6,10,0,2,2,0,T20I,1.0,10.0,,,33.33,8,80.0,3.0
RJ Campbell,37,42,0,13,3,1,T20I,6.2,6.77,,,35.14,18,42.86,9.25
R Brar,26,45,0,5,2,3,T20I,4.3,10.47,,,19.23,26,57.78,5.2
AM Tribe,36,31,0,16,1,1,T20I,6.0,5.17,,,44.44,10,32.26,18.0
Adnan Gondal,12,7,0,6,0,0,T20I,2.0,3.5,,,50.0,0,0.0,
Bashir Ahmad,12,36,0,2,3,3,T20I,2.0,18.0,,,16.67,30,83.33,2.0
Asad Ali,28,33,0,12,5,0,T20I,4.7,7.02,,,42.86,20,60.61,5.6
RR Behera,6,5,0,1,0,0,T20I,1.0,5.0,,,16.67,0,0.0,
MO Kain,34,55,0,9,4,3,T20I,5.7,9.65,,,26.47,34,61.82,4.86
S Singh,6,8,0,2,1,0,T20I,1.0,8.0,,,33.33,4,50.0,6.0
Mahmud Jasat,8,14,0,0,0,1,T20I,1.3,10.77,,,0.0,6,42.86,8.0
